STATE/UT,CRIME HEAD,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Chattisgarh,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
Goa,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"ANTIQUITIES & ART TREASURES ACT, 1972",0,2,0,0,0,0,0,0,0,0,1,0,3,1,4,1
Haryana,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Himachal Pradesh,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jammu & Kashmir,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,31,2,0,0,0,0,0,0,0,2,0,0
Karnataka,"ANTIQUITIES & ART TREASURES ACT, 1972",4,2,6,4,1,3,3,3,8,6,6,8,6,5,6,1
Kerala,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Madhya Pradesh,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,"ANTIQUITIES & ART TREASURES ACT, 1972",0,3,1,2,1,0,3,2,2,0,2,3,2,1,1,4
Manipur,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0
Punjab,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Rajasthan,"ANTIQUITIES & ART TREASURES ACT, 1972",4,3,2,1,1,2,1,0,0,0,1,1,0,0,1,0
Sikkim,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0
Tripura,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,"ANTIQUITIES & ART TREASURES ACT, 1972",2,5,2,7,2,2,6,8,7,23,13,5,0,0,0,94
Uttarakhand,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,"ANTIQUITIES & ART TREASURES ACT, 1972",21,1,12,59,0,2,5,0,1,2,0,0,0,2,0,1
A&N Islands,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,1,1,0,2,4,2,1,4,3,4,0,1,0,0
Lakshadweep,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"ANTIQUITIES & ART TREASURES ACT, 1972",1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
INDIA,"ANTIQUITIES & ART TREASURES ACT, 1972",40,77,37,85,68,31,49,34,36,57,71,59,34,40,37,116
Andhra Pradesh,"DOWRY PROHIBITION ACT, 1961",551,460,195,339,306,474,817,1069,1362,1186,1899,2511,1631,1031,305,596
Arunachal Pradesh,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"DOWRY PROHIBITION ACT, 1961",179,64,92,36,82,31,16,11,40,37,19,41,40,92,95,234
Bihar,"DOWRY PROHIBITION ACT, 1961",835,779,706,1220,789,909,978,1288,1252,997,1393,1353,1893,2203,1867,1058
Chattisgarh,"DOWRY PROHIBITION ACT, 1961",13,12,16,7,5,9,14,14,16,6,18,14,11,8,10,19
Goa,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"DOWRY PROHIBITION ACT, 1961",0,1,0,0,0,1,0,0,2,7,28,0,84,53,36,0
Haryana,"DOWRY PROHIBITION ACT, 1961",0,3,3,6,7,7,8,13,6,11,9,9,13,13,14,8
Himachal Pradesh,"DOWRY PROHIBITION ACT, 1961",9,5,7,5,1,2,4,2,4,0,0,0,2,2,0,1
Jammu & Kashmir,"DOWRY PROHIBITION ACT, 1961",3,0,4,2,0,2,1,2,3,2,3,3,3,1,1,0
Jharkhand,"DOWRY PROHIBITION ACT, 1961",375,199,261,199,313,345,453,435,414,404,402,1066,1428,1538,1552,1371
Karnataka,"DOWRY PROHIBITION ACT, 1961",361,383,341,337,361,476,517,628,904,1077,1210,1328,1693,1730,1541,1698
Kerala,"DOWRY PROHIBITION ACT, 1961",6,3,4,2,4,5,9,5,8,7,5,3,3,3,4,3
Madhya Pradesh,"DOWRY PROHIBITION ACT, 1961",30,24,29,40,36,32,52,32,91,67,66,101,72,113,62,26
Maharashtra,"DOWRY PROHIBITION ACT, 1961",27,23,29,21,23,55,45,49,50,40,44,33,43,39,42,38
Manipur,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mizoram,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"DOWRY PROHIBITION ACT, 1961",436,424,412,532,446,1394,1460,1316,945,942,1062,1487,2014,646,1201,1400
Punjab,"DOWRY PROHIBITION ACT, 1961",0,0,3,7,5,7,6,4,9,1,3,1,3,5,8,5
Rajasthan,"DOWRY PROHIBITION ACT, 1961",4,6,3,13,1,3,2,3,3,3,4,39,57,12,9,3
Sikkim,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"DOWRY PROHIBITION ACT, 1961",33,125,175,294,193,81,368,262,207,199,195,277,305,292,333,295
Tripura,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0
Uttar Pradesh,"DOWRY PROHIBITION ACT, 1961",340,288,367,477,586,628,803,324,274,115,124,505,1277,2133,2766,2867
Uttarakhand,"DOWRY PROHIBITION ACT, 1961",5,1,1,2,2,1,2,0,1,1,3,0,0,104,12,27
West Bengal,"DOWRY PROHIBITION ACT, 1961",6,6,17,36,18,25,40,68,46,53,116,241,107,1,4,0
A&N Islands,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chandigarh,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1
D&N Haveli,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Daman & Diu,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,"DOWRY PROHIBITION ACT, 1961",7,7,14,11,9,15,16,19,6,15,7,15,15,13,20,18
Lakshadweep,"DOWRY PROHIBITION ACT, 1961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"DOWRY PROHIBITION ACT, 1961",2,3,5,6,17,2,11,9,4,11,8,11,14,14,12,15
INDIA,"DOWRY PROHIBITION ACT, 1961",3222,2816,2684,3592,3204,4504,5623,5555,5650,5182,6619,9038,10709,10050,9894,9683
Andhra Pradesh,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",6,6,4,4,9,17,21,19,0,0,15,29,16,29,30,38
Arunachal Pradesh,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,1,0,1,0,1,1,1,0,0,0,0,1,4,14,23
Bihar,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",2,1,0,3,4,2,8,8,0,8,0,16,1,10,0,0
Chattisgarh,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,26,6,14,3,5,4,5,2,2,5,2,1,2,6,8
Goa,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gujarat,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",11,38,11,30,25,12,14,23,0,14,13,14,12,16,9,12
Haryana,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,1,3,2,7,7,4,4,0,0,6,11,17,15,14,14
Himachal Pradesh,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,3,1,2,3,1,1,2,0,5,0,0,2,4,1,0
Jammu & Kashmir,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,4
Karnataka,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",3,1,2,1,3,6,4,9,3,8,12,20,26,44,35,51
Kerala,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",3,6,0,1,3,1,1,4,0,6,3,6,11,19,13,8
Madhya Pradesh,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",4,2,3,2,18,4,5,2,0,4,5,3,6,15,9,9
Maharashtra,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",43,18,16,14,22,15,7,5,0,4,19,6,16,14,24,16
Manipur,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
Mizoram,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,1,0,3,1,1,0,0,1,1,0,0,1,15
Punjab,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,1,2,2,11,9,5,6,0,0,0,0,0,2,5,8
Rajasthan,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",10,7,6,2,3,1,3,3,0,2,5,10,5,5,6,12
Sikkim,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,3,5,4,6,2,4,0,0,0,0,56,47,77,55
Tripura,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,1,1,1,0,0,1,0,0,1,1,2,1
Uttar Pradesh,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",1,2,4,1,4,0,0,0,0,5,4,5,5,10,4,3
Uttarakhand,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
West Bengal,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,1,8,2,6,9,6,0,0,25,43,43,37,40,41
A&N Islands,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Chandigarh,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1
Lakshadweep,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,5
INDIA,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",85,113,63,93,122,99,96,104,5,60,113,169,222,280,293,326
Andhra Pradesh,"INDECENT REP. OF WOMEN(P) ACT, 1986",925,2403,909,1102,2657,1347,1005,889,704,753,314,21,251,5,14,7
Arunachal Pradesh,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"INDECENT REP. OF WOMEN(P) ACT, 1986",10,3,0,0,0,0,0,2,0,0,1,3,1,0,0,0
Bihar,"INDECENT REP. OF WOMEN(P) ACT, 1986",3,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0
Chattisgarh,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Goa,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Gujarat,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Himachal Pradesh,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Jharkhand,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,2,2,0,0,0,6,0,0,2,2,0,0
Karnataka,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0
Kerala,"INDECENT REP. OF WOMEN(P) ACT, 1986",42,26,16,45,108,59,26,19,24,37,12,3,20,11,4,2
Madhya Pradesh,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
Maharashtra,"INDECENT REP. OF WOMEN(P) ACT, 1986",9,4,8,11,8,9,2,1,1,0,1,2,0,0,0,0
Manipur,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,3
Punjab,"INDECENT REP. OF WOMEN(P) ACT, 1986",1,8,1,2,0,1,0,0,0,0,0,0,0,1,1,0
Rajasthan,"INDECENT REP. OF WOMEN(P) ACT, 1986",46,54,87,89,109,102,131,107,106,80,102,62,68,18,9,8
Sikkim,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"INDECENT REP. OF WOMEN(P) ACT, 1986",11,5,6,102,30,35,25,4,2,14,10,34,9,4,7,1
Tripura,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,"INDECENT REP. OF WOMEN(P) ACT, 1986",3,0,0,0,0,0,0,0,0,1,4,0,1,1,0,16
Uttarakhand,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,1,25,1,4,10,3,2,2,2,7,4,4,1,0
A&N Islands,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"INDECENT REP. OF WOMEN(P) ACT, 1986",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
D&N Haveli,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,"INDECENT REP. OF WOMEN(P) ACT, 1986",1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Lakshadweep,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Puducherry,"INDECENT REP. OF WOMEN(P) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
INDIA,"INDECENT REP. OF WOMEN(P) ACT, 1986",1052,2508,1043,1378,2917,1562,1200,1025,845,895,453,141,362,47,40,38
Andhra Pradesh,"COPYRIGHT ACT, 1957",222,393,317,500,1412,1800,1602,586,385,827,497,458,487,383,514,397
Arunachal Pradesh,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Assam,"COPYRIGHT ACT, 1957",3,11,15,14,34,36,35,31,18,6,1,4,5,3,12,42
Bihar,"COPYRIGHT ACT, 1957",8,7,15,16,8,12,28,30,39,16,27,24,22,36,4,21
Chattisgarh,"COPYRIGHT ACT, 1957",47,71,56,53,24,37,18,17,29,29,25,20,18,4,12,25
Goa,"COPYRIGHT ACT, 1957",15,7,13,19,9,11,3,3,11,3,10,8,10,4,4,6
Gujarat,"COPYRIGHT ACT, 1957",174,201,714,590,458,445,364,538,383,410,410,336,324,240,236,272
Haryana,"COPYRIGHT ACT, 1957",105,163,283,200,181,199,221,164,134,219,165,101,83,79,114,78
Himachal Pradesh,"COPYRIGHT ACT, 1957",18,40,42,48,59,48,52,47,49,47,30,9,8,10,16,31
Jammu & Kashmir,"COPYRIGHT ACT, 1957",4,8,26,12,18,10,5,3,4,2,4,1,4,8,4,8
Jharkhand,"COPYRIGHT ACT, 1957",1,5,3,5,40,31,14,19,13,38,23,27,18,10,17,28
Karnataka,"COPYRIGHT ACT, 1957",149,141,243,250,365,364,333,406,52,205,267,211,235,238,246,198
Kerala,"COPYRIGHT ACT, 1957",107,152,223,285,455,671,696,637,562,611,428,249,136,137,136,188
Madhya Pradesh,"COPYRIGHT ACT, 1957",107,148,163,197,168,166,109,98,90,88,57,68,91,67,79,78
Maharashtra,"COPYRIGHT ACT, 1957",643,760,906,958,1033,794,639,696,728,662,563,355,366,296,371,346
Manipur,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
Meghalaya,"COPYRIGHT ACT, 1957",2,0,8,19,5,1,6,0,1,0,3,1,2,3,2,0
Mizoram,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Nagaland,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
Odisha,"COPYRIGHT ACT, 1957",14,12,22,18,14,66,20,13,17,8,5,0,3,8,5,6
Punjab,"COPYRIGHT ACT, 1957",53,142,246,244,314,248,237,268,466,852,602,395,293,236,157,104
Rajasthan,"COPYRIGHT ACT, 1957",333,370,432,533,541,622,528,527,445,504,442,353,300,231,304,262
Sikkim,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"COPYRIGHT ACT, 1957",322,711,870,1604,804,661,918,1274,1917,2511,2636,2708,2678,2348,2024,1671
Tripura,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Uttar Pradesh,"COPYRIGHT ACT, 1957",154,254,246,189,288,315,237,224,254,471,344,243,227,99,254,347
Uttarakhand,"COPYRIGHT ACT, 1957",10,16,27,38,32,51,37,58,39,17,4,20,10,11,4,7
West Bengal,"COPYRIGHT ACT, 1957",168,154,278,303,342,387,286,221,229,264,276,440,639,674,564,312
A&N Islands,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"COPYRIGHT ACT, 1957",12,9,28,8,13,11,20,9,19,10,16,6,15,7,9,3
D&N Haveli,"COPYRIGHT ACT, 1957",0,2,2,0,5,2,3,1,1,2,1,0,0,0,0,1
Daman & Diu,"COPYRIGHT ACT, 1957",1,1,1,0,0,0,2,0,0,1,1,0,1,1,0,3
Delhi,"COPYRIGHT ACT, 1957",194,241,191,178,202,189,147,145,134,68,132,105,106,102,150,159
Lakshadweep,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"COPYRIGHT ACT, 1957",2,16,8,9,22,11,64,21,29,18,7,5,6,1,2,3
INDIA,"COPYRIGHT ACT, 1957",2868,4035,5378,6290,6846,7188,6628,6036,6049,7889,6976,6151,6087,5236,5241,4606
Andhra Pradesh,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",1079,964,1384,1466,1440,1812,1503,1641,2063,1734,1672,928,821,1161,1104,993
Arunachal Pradesh,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,2,1,2,4,1,4,5
Bihar,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",523,721,923,1838,1200,1470,1966,2480,2565,2581,3095,4554,5652,1946,460,264
Chattisgarh,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",170,178,376,339,208,281,293,3,3,1,1,0,2,325,1,1
Goa,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",1,1,1,0,2,4,0,2,0,1,3,4,7,12,19,12
Gujarat,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",446,429,389,470,507,412,372,468,477,254,215,282,270,250,209,202
Haryana,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",33,32,36,31,73,86,75,99,91,131,150,15,14,15,19,35
Himachal Pradesh,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",43,32,37,42,20,43,83,48,61,74,86,86,84,97,80,102
Jammu & Kashmir,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",55,93,41,93,216,226,337,376,332,320,386,469,674,840,856,750
Karnataka,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",1187,1233,1263,1179,1193,1168,1126,1418,1244,1460,1493,1498,1683,1802,1832,1741
Kerala,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",135,264,183,173,49,72,46,53,48,48,81,77,78,76,83,99
Madhya Pradesh,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",678,880,697,569,596,556,554,0,0,17,5,1,2,84,1,4
Maharashtra,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",187,189,266,259,310,408,424,381,328,374,365,320,322,384,340,254
Manipur,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nagaland,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",798,655,603,733,843,783,665,843,732,1579,1662,2522,2298,11,1,0
Punjab,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",49,53,51,61,72,99,88,79,71,50,24,8,13,16,23,42
Rajasthan,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",3630,3051,1146,726,506,145,127,99,131,129,122,142,136,110,112,144
Sikkim,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,1
Tamil Nadu,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",684,688,782,698,839,469,1064,1195,1064,1280,1015,1148,1340,912,115,85
Tripura,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",1,0,0,0,2,0,0,1,3,1,2,1,0,1,1,0
Uttar Pradesh,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",4960,2997,1128,1264,1623,1707,2117,3081,2556,1328,2013,1752,1857,1860,1473,1066
Uttarakhand,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",93,87,67,115,50,48,56,25,33,25,21,17,11,23,42,30
West Bengal,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",6,8,2,6,8,1,3,13,18,48,56,18,61,40,39,47
A&N Islands,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,2,1,0,2,2,0,2,2,4
Chandigarh,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",2,0,0,0,0,1,0,1,0,0,1,1,2,1,0,1
D&N Haveli,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",3,0,0,0,0,0,0,2,4,0,0,1,4,3,3,2
Daman & Diu,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Delhi,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",17,15,12,4,21,21,24,34,31,16,24,38,26,34,14,39
Lakshadweep,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Puducherry,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",0,0,1,0,2,0,0,2,3,2,1,1,4,1,0,2
INDIA,"SC/ST (PREVENTION OF ATTROCITIES) ACT, 1989",14780,12570,9388,10066,9780,9813,10923,12347,11859,11456,12496,13887,15365,10009,6837,5926
Andhra Pradesh,"FOREST ACT, 1927",33,29,41,28,43,40,42,29,13,26,114,223,227,112,183,45
Arunachal Pradesh,"FOREST ACT, 1927",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
