STATE/UT,CRIME HEAD,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Chhattisgarh,ARSON,215,235,151,242,214,262,253,302,335,319,289,330,328,297,382,341
Goa,ARSON,16,25,18,7,12,38,24,27,24,23,24,34,39,41,22,17
Gujarat,ARSON,449,1915,516,388,320,321,330,363,240,260,263,282,304,217,273,242
Haryana,ARSON,203,199,122,95,119,156,142,139,153,221,166,191,189,203,234,1070
Himachal Pradesh,ARSON,134,145,121,112,97,115,141,127,124,127,110,131,138,97,84,94
Jammu & Kashmir,ARSON,437,386,328,320,240,203,186,230,217,224,205,190,221,159,148,268
Jharkhand,ARSON,165,167,147,167,202,178,160,164,203,185,138,136,185,94,100,143
Karnataka,ARSON,352,437,415,248,238,268,262,265,293,286,231,416,332,484,464,471
Kerala,ARSON,768,452,413,374,456,435,398,389,503,374,450,568,479,453,562,554
Madhya Pradesh,ARSON,1014,1053,868,893,817,815,909,898,741,748,784,814,671,865,834,800
Maharashtra,ARSON,1208,1269,1188,1149,1123,1188,1267,1288,1105,1229,1255,1246,1197,1180,1299,1338
Manipur,ARSON,64,48,47,85,155,109,63,41,81,86,99,74,38,43,75,59
Meghalaya,ARSON,26,23,16,15,70,28,36,28,54,52,34,61,127,38,34,29
Mizoram,ARSON,24,27,23,22,20,25,38,18,24,15,19,12,27,22,17,27
Nagaland,ARSON,1,6,5,5,4,16,5,14,4,1,2,7,9,7,7,3
Odisha,ARSON,423,405,337,343,386,371,411,869,413,430,423,469,416,477,505,524
Punjab,ARSON,63,68,71,52,55,68,96,75,101,101,83,74,65,63,80,78
Rajasthan,ARSON,1092,1130,784,835,648,551,675,615,556,478,473,475,484,523,472,370
Sikkim,ARSON,1,2,2,7,3,1,1,23,9,7,4,20,19,40,4,17
Tamil Nadu,ARSON,980,850,791,662,495,460,653,610,580,636,706,726,645,675,677,513
Tripura,ARSON,31,40,83,24,35,35,23,47,62,51,58,59,83,59,25,34
Uttar Pradesh,ARSON,812,643,297,381,398,299,268,228,254,170,477,327,291,250,396,1325
Uttarakhand,ARSON,30,40,33,28,24,39,37,15,17,17,17,17,17,8,9,9
West Bengal,ARSON,102,114,87,103,92,111,121,150,344,331,413,396,495,544,503,523
A&N Islands,ARSON,4,2,8,9,6,9,11,15,12,12,6,4,2,5,4,9
Chandigarh,ARSON,5,5,4,0,1,5,9,2,4,9,9,9,8,13,7,8
D&N Haveli,ARSON,1,2,4,2,1,5,10,6,5,2,5,12,18,5,2,2
Daman & Diu,ARSON,3,2,1,2,1,5,3,3,3,0,0,11,8,0,4,2
Delhi,ARSON,50,57,60,38,47,33,31,41,34,52,42,79,97,190,224,183
Lakshadweep,ARSON,2,2,2,0,0,4,0,2,2,2,3,3,1,5,5,5
Puducherry,ARSON,31,22,18,9,9,22,18,9,11,10,10,21,16,1,0,1
INDIA,ARSON,10534,11820,9365,8637,8451,8480,9024,9249,8736,8508,9064,11836,9357,9289,9710,11196
Andhra Pradesh,HURT/GREVIOUS HURT,34947,39839,41545,43335,42179,47946,46122,48167,44488,46777,54452,56768,60488,1653,1781,1791
Arunachal Pradesh,HURT/GREVIOUS HURT,466,401,427,429,383,415,375,479,526,439,379,438,498,247,283,235
Assam,HURT/GREVIOUS HURT,5805,4764,4952,5911,5906,5290,5175,6107,6547,5744,6306,6676,8171,7583,11407,9844
Bihar,HURT/GREVIOUS HURT,7544,8770,8884,11231,11939,12674,16288,16644,14746,15328,19391,45827,35675,17351,12502,12040
Chhattisgarh,HURT/GREVIOUS HURT,5477,4484,3653,3899,3734,6722,6801,8565,9543,10188,11105,10855,10546,3961,1987,786
Goa,HURT/GREVIOUS HURT,174,236,198,170,155,170,150,185,191,177,215,266,349,114,73,85
Gujarat,HURT/GREVIOUS HURT,13760,13531,12611,12262,10503,10685,10989,10897,9456,10131,10159,10234,9917,3363,2886,2481
Haryana,HURT/GREVIOUS HURT,4744,4514,4153,4194,4569,5135,5031,4504,3977,3733,3423,3277,3171,1671,2014,2052
Himachal Pradesh,HURT/GREVIOUS HURT,1403,1476,1385,1421,1359,1261,1318,1258,1230,1374,1251,1173,1157,593,457,371
Jammu & Kashmir,HURT/GREVIOUS HURT,318,366,310,334,355,376,374,273,331,278,246,322,324,341,273,184
Jharkhand,HURT/GREVIOUS HURT,2254,2294,3062,2294,3078,3055,3783,2826,4132,4271,4403,4785,5972,1344,2444,1364
Karnataka,HURT/GREVIOUS HURT,23285,22824,21913,21232,20883,19488,18963,19159,20105,21835,21295,20350,21118,1717,1243,1272
Kerala,HURT/GREVIOUS HURT,19829,19033,17696,20610,18302,19105,18975,19178,18274,18532,21747,21170,20399,1827,1852,1895
Madhya Pradesh,HURT/GREVIOUS HURT,30895,29955,29358,33285,33803,34709,36643,36344,37132,39193,35711,35549,35256,12113,5604,5403
Maharashtra,HURT/GREVIOUS HURT,30212,29250,29205,30122,30017,29407,29622,29742,28326,29696,29769,28392,30796,8127,7945,7645
Manipur,HURT/GREVIOUS HURT,201,378,324,233,295,296,377,301,224,227,292,285,223,274,224,219
Meghalaya,HURT/GREVIOUS HURT,102,89,106,123,135,138,124,204,207,154,197,157,276,153,123,113
Mizoram,HURT/GREVIOUS HURT,94,112,142,80,77,72,85,118,120,116,97,103,70,100,75,118
Nagaland,HURT/GREVIOUS HURT,37,53,48,52,35,50,52,46,38,36,55,30,59,23,25,37
Odisha,HURT/GREVIOUS HURT,4367,4947,4759,4938,5919,6226,7478,7013,6816,7181,7894,8223,10743,5531,4363,4476
Punjab,HURT/GREVIOUS HURT,3996,4453,4124,4402,4267,5104,5663,5597,5498,4873,4757,4186,3916,3017,2440,2213
Rajasthan,HURT/GREVIOUS HURT,27485,26519,26173,25947,22606,21296,19720,21117,21652,19247,17977,17614,18755,1491,1402,1335
Sikkim,HURT/GREVIOUS HURT,35,50,56,78,99,96,95,100,91,73,75,91,122,58,50,40
Tamil Nadu,HURT/GREVIOUS HURT,28429,25150,30228,30855,31725,14067,16967,20529,18147,21309,21167,22100,20984,1519,1158,612
Tripura,HURT/GREVIOUS HURT,412,518,534,452,429,464,546,924,1047,1136,1340,1504,1485,1232,1055,925
Uttar Pradesh,HURT/GREVIOUS HURT,17816,13947,7760,11265,10379,10412,10694,11683,10934,10336,12234,12290,12398,10867,10397,12624
Uttarakhand,HURT/GREVIOUS HURT,830,760,687,865,745,854,886,937,1198,974,852,1022,1011,181,102,65
West Bengal,HURT/GREVIOUS HURT,3658,3112,4172,3867,4125,6299,6909,9033,11196,12764,13094,15923,18159,17877,18075,18119
A&N Islands,HURT/GREVIOUS HURT,118,97,110,105,79,78,99,107,89,80,81,62,55,29,29,27
Chandigarh,HURT/GREVIOUS HURT,95,107,71,65,57,55,78,73,63,65,45,42,59,19,35,41
D&N Haveli,HURT/GREVIOUS HURT,29,29,22,35,33,35,25,26,23,11,25,25,15,13,13,13
Daman & Diu,HURT/GREVIOUS HURT,21,18,14,17,16,18,20,12,14,12,11,17,14,15,9,10
Delhi,HURT/GREVIOUS HURT,2011,1851,1708,1780,1814,1818,1736,1936,1938,1925,1946,1747,1768,690,632,529
Lakshadweep,HURT/GREVIOUS HURT,3,5,1,6,4,5,0,12,14,1,3,3,5,1,0,0
Puducherry,HURT/GREVIOUS HURT,635,1093,1053,974,857,927,904,873,901,806,853,818,715,105,38,75
INDIA,HURT/GREVIOUS HURT,271487,265025,261444,276868,270861,264748,273067,284969,279214,289022,302847,332324,334669,105201,92996,89039
Andhra Pradesh,DOWRY,420,449,466,512,443,519,613,556,546,588,599,504,492,504,436,447
Arunachal Pradesh,DOWRY,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
Assam,DOWRY,59,70,60,74,99,105,100,103,170,175,121,140,170,188,216,157
Bihar,DOWRY,859,927,909,1029,1014,1188,1172,1210,1295,1257,1413,1275,1182,1373,1154,987
Chhattisgarh,DOWRY,70,85,79,71,100,103,100,106,128,115,104,81,109,128,89,84
Goa,DOWRY,2,2,2,2,2,0,2,2,3,1,1,0,0,0,0,2
Gujarat,DOWRY,67,62,54,58,48,50,42,27,24,19,30,21,29,23,12,12
Haryana,DOWRY,285,256,222,251,212,255,269,302,281,284,255,258,263,293,243,260
Himachal Pradesh,DOWRY,10,6,6,8,2,3,8,3,1,2,4,2,0,1,2,3
Jammu & Kashmir,DOWRY,13,18,10,9,5,10,9,21,12,9,11,8,7,5,6,6
Jharkhand,DOWRY,217,275,262,275,257,281,303,266,295,276,282,302,307,350,267,278
Karnataka,DOWRY,220,233,194,259,261,244,251,259,264,248,267,218,277,313,254,234
Kerala,DOWRY,27,17,33,31,21,25,27,31,20,22,15,32,21,28,8,25
Madhya Pradesh,DOWRY,609,674,648,751,739,764,742,805,858,892,811,743,776,733,664,629
Maharashtra,DOWRY,308,303,368,314,341,387,436,390,341,393,339,329,320,279,268,248
Manipur,DOWRY,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Meghalaya,DOWRY,0,0,0,2,1,6,2,2,0,0,1,1,2,1,1,0
Mizoram,DOWRY,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Nagaland,DOWRY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Odisha,DOWRY,294,248,279,319,334,457,461,401,384,388,465,525,395,441,356,397
Punjab,DOWRY,159,166,110,113,99,130,133,128,126,121,143,118,126,90,85,80
Rajasthan,DOWRY,376,399,389,379,361,394,439,439,436,462,514,478,453,408,463,462
Sikkim,DOWRY,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Tamil Nadu,DOWRY,191,243,220,225,215,187,208,207,194,165,152,110,118,95,65,58
Tripura,DOWRY,16,16,20,20,34,35,36,16,29,25,30,37,29,33,28,19
Uttar Pradesh,DOWRY,2211,1893,1322,1708,1564,1798,2076,2237,2232,2217,2322,2244,2335,2469,2335,2473
Uttarakhand,DOWRY,56,66,93,82,63,80,70,73,94,75,83,71,43,38,54,57
West Bengal,DOWRY,265,273,329,396,446,445,451,451,506,507,510,593,481,501,498,535
A&N Islands,DOWRY,0,0,0,0,0,0,1,2,1,0,0,2,1,3,0,0
Chandigarh,DOWRY,3,1,1,6,3,10,1,3,2,5,2,5,1,2,5,4
D&N Haveli,DOWRY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Daman & Diu,DOWRY,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Delhi,DOWRY,113,135,130,126,114,137,138,129,141,143,142,134,144,153,122,162
Lakshadweep,DOWRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,DOWRY,1,5,1,6,4,3,2,2,0,1,1,0,1,1,1,0
INDIA,DOWRY,6851,6822,6208,7026,6787,7618,8093,8172,8383,8391,8618,8233,8083,8455,7634,7621
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3544,3799,4128,3817,3595,4534,4406,4730,5147,4634,4849,4816,6930,7735,8224,8596
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,78,68,43,61,67,63,72,72,58,84,51,67,93,121,101,109
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,850,984,878,883,899,1290,789,1272,1342,1400,1193,1840,2409,3099,4293,3378
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,562,621,688,704,451,530,853,999,726,534,790,118,331,572,198,324
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1763,1483,1481,1661,1450,1598,1549,1621,1598,1706,1654,1601,2261,2122,1868,1770
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,17,18,19,23,30,18,20,32,37,36,29,49,162,202,150,143
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,756,750,722,757,802,736,822,828,727,668,685,745,1243,1352,1164,1224
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,478,454,344,403,380,486,417,435,451,476,474,525,1560,1688,1886,1860
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,310,326,250,284,286,275,322,295,318,350,331,250,493,538,434,410
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,622,785,875,990,830,960,986,935,972,1038,1194,1322,1389,1421,1343,1235
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,297,411,424,411,293,414,342,271,276,245,317,284,524,440,844,667
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1665,1648,1585,1435,1585,1683,1828,1954,2186,2544,2608,2978,3913,5263,5112,5260
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1942,2123,1947,2260,2339,2543,2624,2745,2540,2936,3756,3735,4362,4367,3987,4029
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,7063,7118,6848,6690,6426,6243,6772,6445,6307,6646,6665,6655,8252,9609,8049,8717
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2823,2686,2661,2831,3228,3479,3306,3619,3196,3661,3794,3935,8132,10001,11713,11396
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,21,58,44,30,25,42,70,57,39,31,38,49,59,98,84,65
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,25,23,13,34,44,57,45,54,72,48,74,43,98,105,95,68
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,52,73,88,66,49,51,66,78,61,75,72,85,81,97,75,71
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6,1,4,3,7,3,8,15,11,13,9,16,18,16,8,14
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1655,1605,1669,1811,2238,2415,2775,2782,2697,2905,3207,4187,4618,5543,6499,8252
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,372,341,346,261,308,314,427,388,319,349,282,340,1045,1113,1123,1025
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2878,2730,2715,2825,2503,2582,2477,2520,2485,2339,2447,2352,4829,5999,4813,4839
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,17,25,40,38,14,13,19,10,11,24,19,29,34,21,34
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1773,1877,2022,1861,1764,1179,1540,1705,1242,1405,1467,1494,1271,1102,1163,854
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,58,128,127,134,161,207,244,346,384,376,294,314,407,492,352,214
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2870,2145,1098,1900,1835,2096,2522,2955,2782,2793,3455,3247,7303,8605,7885,11335
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,103,145,136,143,100,153,146,120,119,125,116,139,295,343,318,344
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,954,964,1186,1566,1572,1837,2281,2396,1942,2465,2363,3345,4913,5670,5069,4177
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,19,17,9,6,11,14,21,24,30,31,15,17,45,41,57,46
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,24,36,11,20,31,20,32,19,26,29,21,45,143,87,76,76
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,7,3,4,5,5,5,0,4,2,11,2,2,1,2,5,1
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,0,3,1,1,2,0,2,4,2,0,0,2,3,7,4
Delhi,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,502,446,489,601,762,718,868,611,552,601,657,727,3515,4322,5367,4165
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,1,1,0,0,0,2,0,0,0,0,1,1,1,6,1
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,35,59,56,50,60,56,89,65,53,46,35,9,12,32,33,43
INDIA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,34124,33943,32939,34567,34175,36617,38734,40413,38711,40613,42968,45351,70739,82235,82422,84746
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2271,2024,2286,2310,2508,2411,3316,3551,3520,4562,3658,3714,4702,3791,3488,2834
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,3,2,0,0,0,2,1,1,6,1,0,2,3,3,2,10
Assam,INSULT TO THE MODESTY OF WOMEN,4,7,6,11,19,10,10,2,10,20,8,5,14,1,111,34
Bihar,INSULT TO THE MODESTY OF WOMEN,21,6,11,13,13,53,12,21,12,16,11,37,52,69,96,167
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,161,147,105,131,132,143,111,125,152,182,174,162,180,79,53,101
Goa,INSULT TO THE MODESTY OF WOMEN,7,6,7,15,8,7,7,12,10,16,12,16,54,57,34,32
Gujarat,INSULT TO THE MODESTY OF WOMEN,111,104,92,164,104,138,120,122,114,110,93,93,77,173,73,59
Haryana,INSULT TO THE MODESTY OF WOMEN,401,1424,1302,850,597,491,409,605,605,580,490,434,643,102,90,124
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,14,12,18,16,29,31,33,41,37,78,62,68,111,60,58,49
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,288,368,376,264,371,347,353,296,371,262,350,347,354,237,175,153
Jharkhand,INSULT TO THE MODESTY OF WOMEN,5,3,2,3,36,44,15,23,83,16,7,10,18,18,10,13
Karnataka,INSULT TO THE MODESTY OF WOMEN,81,100,84,57,71,38,28,44,64,83,81,100,137,170,154,160
Kerala,INSULT TO THE MODESTY OF WOMEN,81,102,68,133,175,222,262,258,395,537,573,498,404,257,267,328
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,751,783,705,804,792,762,780,758,728,918,762,774,736,429,390,358
Maharashtra,INSULT TO THE MODESTY OF WOMEN,1120,769,682,862,919,984,1039,1091,1099,1180,1071,1294,2632,1575,1119,924
Manipur,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,5
Meghalaya,INSULT TO THE MODESTY OF WOMEN,0,0,1,0,0,0,1,4,1,0,1,0,0,54,20,17
Mizoram,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,4,0,0,0,1,0,1,0,0,29,2,1
Nagaland,INSULT TO THE MODESTY OF WOMEN,0,0,2,1,0,2,1,1,0,3,0,0,1,1,9,8
Odisha,INSULT TO THE MODESTY OF WOMEN,458,188,188,170,184,247,241,282,210,232,235,304,426,379,472,437
Punjab,INSULT TO THE MODESTY OF WOMEN,47,145,199,38,43,60,48,49,33,38,31,31,67,35,27,10
Rajasthan,INSULT TO THE MODESTY OF WOMEN,56,44,33,41,28,31,28,19,24,23,9,18,25,18,9,15
Sikkim,INSULT TO THE MODESTY OF WOMEN,14,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,1012,1718,881,1081,665,852,875,974,501,638,464,382,313,229,20,27
Tripura,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,1,0,4,4,5,9,9,7,7,11,6,1
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2575,1887,4970,2682,2881,2714,2882,3374,2524,11,3,8,25,29,11,35
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,84,97,98,110,89,113,63,306,249,165,72,73,72,4,12,3
West Bengal,INSULT TO THE MODESTY OF WOMEN,48,34,71,64,54,63,99,94,108,163,200,556,577,543,455,449
A&N Islands,INSULT TO THE MODESTY OF WOMEN,1,3,2,3,1,4,2,3,7,10,3,4,8,5,5,2
Chandigarh,INSULT TO THE MODESTY OF WOMEN,15,28,4,18,9,13,11,2,2,4,12,25,26,2,10,13
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,1
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Delhi,INSULT TO THE MODESTY OF WOMEN,90,128,105,130,225,144,167,130,118,80,162,208,916,1361,1492,918
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Puducherry,INSULT TO THE MODESTY OF WOMEN,27,26,27,30,26,39,32,21,16,22,16,2,8,8,10,3
INDIA,INSULT TO THE MODESTY OF WOMEN,9746,10155,12325,10001,9984,9966,10950,12214,11009,9961,8570,9173,12589,9735,8685,7305
Andhra Pradesh,CRUELTY BY HUSBAND OR HIS RELATIVES,5791,7018,8167,8388,8696,9164,11335,10306,11297,12080,13376,13389,15084,12731,13450,13663
Arunachal Pradesh,CRUELTY BY HUSBAND OR HIS RELATIVES,11,13,14,4,9,14,20,13,13,12,18,26,29,42,66,50
Assam,CRUELTY BY HUSBAND OR HIS RELATIVES,1248,1694,1808,1945,2206,2548,3000,3478,4398,5410,5246,6407,8636,9626,11225,9321
Bihar,CRUELTY BY HUSBAND OR HIS RELATIVES,1558,1577,1880,2679,1574,1689,1635,1992,2532,2271,2607,3686,4533,4672,3792,3794
Chhattisgarh,CRUELTY BY HUSBAND OR HIS RELATIVES,840,653,601,741,732,717,824,897,893,861,834,980,1181,964,620,622
Goa,CRUELTY BY HUSBAND OR HIS RELATIVES,11,8,24,17,11,14,14,12,21,17,18,24,40,35,19,23
Gujarat,CRUELTY BY HUSBAND OR HIS RELATIVES,3667,3321,3684,3955,4090,4977,5827,6094,5506,5600,6052,6658,7812,5991,4133,3732
Haryana,CRUELTY BY HUSBAND OR HIS RELATIVES,1513,1565,1618,2026,2075,2254,2412,2435,2617,2720,2740,3137,3617,3478,3525,3313
Himachal Pradesh,CRUELTY BY HUSBAND OR HIS RELATIVES,317,234,221,252,228,259,342,343,284,275,239,251,328,325,226,214
Jammu & Kashmir,CRUELTY BY HUSBAND OR HIS RELATIVES,50,54,71,82,76,135,176,162,196,211,286,301,428,467,400,342
Jharkhand,CRUELTY BY HUSBAND OR HIS RELATIVES,484,588,559,588,590,668,801,851,710,650,659,1261,2084,1462,1654,1002
Karnataka,CRUELTY BY HUSBAND OR HIS RELATIVES,1755,1826,1704,1588,1883,2129,2507,2638,3185,3441,3712,3684,3276,3025,2732,2556
Kerala,CRUELTY BY HUSBAND OR HIS RELATIVES,2561,2836,2930,3222,3283,3708,3999,4138,4007,4797,5377,5216,4820,4919,3668,3455
Madhya Pradesh,CRUELTY BY HUSBAND OR HIS RELATIVES,2562,3117,2938,3436,2989,2989,3294,3185,3983,3756,3732,3988,4988,6451,5281,6264
Maharashtra,CRUELTY BY HUSBAND OR HIS RELATIVES,6090,5353,5452,5646,6233,6738,7356,7829,7681,7434,7136,7415,8542,7696,7640,7215
Manipur,CRUELTY BY HUSBAND OR HIS RELATIVES,5,10,4,2,20,10,15,28,25,18,39,43,29,41,39,29
Meghalaya,CRUELTY BY HUSBAND OR HIS RELATIVES,4,0,4,5,3,13,19,32,24,24,21,16,23,42,44,26
Mizoram,CRUELTY BY HUSBAND OR HIS RELATIVES,16,3,3,0,0,1,2,5,4,3,9,8,5,8,9,19
Nagaland,CRUELTY BY HUSBAND OR HIS RELATIVES,0,0,0,0,0,3,0,4,0,1,1,0,4,3,4,3
Odisha,CRUELTY BY HUSBAND OR HIS RELATIVES,1266,1167,1289,1192,1671,694,728,1618,2047,2067,2320,2638,2792,3114,3605,2781
Punjab,CRUELTY BY HUSBAND OR HIS RELATIVES,1128,944,987,801,729,801,971,984,1061,1163,1136,1293,1741,1681,1583,1568
Rajasthan,CRUELTY BY HUSBAND OR HIS RELATIVES,5532,5691,5733,6781,5997,7038,8170,8113,10371,11145,12218,13312,15094,15905,14383,13811
Sikkim,CRUELTY BY HUSBAND OR HIS RELATIVES,0,3,1,1,4,6,7,5,6,3,4,4,5,5,2,2
Tamil Nadu,CRUELTY BY HUSBAND OR HIS RELATIVES,815,1052,1555,1437,1650,1248,1976,1648,1460,1570,1812,1965,2471,2103,1900,1256
Tripura,CRUELTY BY HUSBAND OR HIS RELATIVES,227,236,247,302,439,471,545,735,815,937,702,858,827,702,501,430
Uttar Pradesh,CRUELTY BY HUSBAND OR HIS RELATIVES,7365,5679,2626,4950,4505,5204,7650,8312,8566,7978,7121,7661,8781,10471,8660,11156
Uttarakhand,CRUELTY BY HUSBAND OR HIS RELATIVES,301,316,317,405,272,358,463,340,361,334,307,368,435,301,407,392
West Bengal,CRUELTY BY HUSBAND OR HIS RELATIVES,3859,4069,4948,6334,6936,7414,9900,13663,16112,17796,19772,19865,18116,23278,20163,19302
A&N Islands,CRUELTY BY HUSBAND OR HIS RELATIVES,9,4,7,5,5,7,18,26,21,9,5,5,9,14,14,7
Chandigarh,CRUELTY BY HUSBAND OR HIS RELATIVES,36,56,93,73,75,102,112,49,51,41,46,73,92,141,126,122
D&N Haveli,CRUELTY BY HUSBAND OR HIS RELATIVES,4,3,2,3,5,5,3,4,3,3,3,0,1,6,2,6
Daman & Diu,CRUELTY BY HUSBAND OR HIS RELATIVES,4,3,0,4,3,2,3,5,3,3,2,3,2,1,3,8
Delhi,CRUELTY BY HUSBAND OR HIS RELATIVES,138,135,1211,1254,1324,1728,1787,1387,1283,1404,1575,1985,3033,3173,3521,3877
Lakshadweep,CRUELTY BY HUSBAND OR HIS RELATIVES,0,0,1,1,0,1,2,1,0,0,0,1,0,0,2,2
Puducherry,CRUELTY BY HUSBAND OR HIS RELATIVES,3,9,4,2,6,19,17,12,10,7,10,6,8,4,4,15
INDIA,CRUELTY BY HUSBAND OR HIS RELATIVES,49170,49237,50703,58121,58319,63128,75930,81344,89546,94041,99135,106527,118866,122877,113403,110378
Andhra Pradesh,CAUSING DEATH BY NEGLIGENCE,7400,8691,8515,11452,9973,11489,12629,12861,13438,14085,13973,13929,13641,13893,14654,15029
Arunachal Pradesh,CAUSING DEATH BY NEGLIGENCE,0,0,0,0,69,82,82,104,110,106,98,94,129,85,119,105
Assam,CAUSING DEATH BY NEGLIGENCE,2010,1957,2086,2239,2695,3022,2875,2259,2735,2847,2915,2565,3064,2079,2683,2625
Bihar,CAUSING DEATH BY NEGLIGENCE,2406,2497,2574,2405,2680,2860,3789,4592,4516,5615,5877,4631,4232,4719,4061,4479
Chhattisgarh,CAUSING DEATH BY NEGLIGENCE,689,963,1158,1717,2004,2239,2476,2800,2735,2907,2856,2888,3204,3762,3937,3830
Goa,CAUSING DEATH BY NEGLIGENCE,191,202,164,216,209,233,247,230,220,256,263,233,205,223,235,229
Gujarat,CAUSING DEATH BY NEGLIGENCE,2924,3258,3536,3958,4120,4339,4831,4934,5178,5907,5827,5573,5864,7132,7400,7306
Haryana,CAUSING DEATH BY NEGLIGENCE,856,955,971,981,1083,1350,1545,1323,1549,1595,1505,1484,4242,4150,4450,4879
Himachal Pradesh,CAUSING DEATH BY NEGLIGENCE,483,482,463,469,480,499,597,485,616,610,563,562,599,776,781,853
Jammu & Kashmir,CAUSING DEATH BY NEGLIGENCE,357,380,378,422,462,222,243,293,517,494,385,371,370,782,766,674
Jharkhand,CAUSING DEATH BY NEGLIGENCE,420,416,642,416,1490,1154,1019,1310,1678,1745,1728,1594,1788,1671,1631,1932
