STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
ODISHA,BARAGARH,2008,29,7,9,64,6,14,0
ODISHA,BERHAMPUR,2008,23,16,4,90,9,9,0
ODISHA,BHADRAK,2008,58,39,16,73,27,106,0
ODISHA,BOLANGIR,2008,34,19,12,132,8,18,0
ODISHA,BOUDH,2008,5,2,3,61,3,9,0
ODISHA,CUTTACK,2008,35,34,31,16,3,124,0
ODISHA,DCP BBSR,2008,36,24,23,61,7,38,0
ODISHA,DCP CTC,2008,18,17,15,18,3,55,0
ODISHA,DEOGARH,2008,13,6,5,96,3,36,0
ODISHA,DHENKANAL,2008,26,20,19,187,9,31,0
ODISHA,GAJAPATI,2008,8,3,2,52,6,3,0
ODISHA,GANJAM,2008,48,33,13,259,16,12,0
ODISHA,JAGATSINGHPUR,2008,25,27,20,22,0,51,0
ODISHA,JAJPUR,2008,36,62,40,98,15,109,0
ODISHA,JHARSUGUDA,2008,12,8,6,67,8,35,0
ODISHA,KALAHANDI,2008,38,29,3,82,5,27,0
ODISHA,KANDHAMAL,2008,46,11,3,70,2,39,0
ODISHA,KENDRAPARA,2008,30,31,32,8,1,93,0
ODISHA,KEONJHAR,2008,66,46,22,203,27,34,0
ODISHA,KHURDA,2008,25,33,0,14,1,0,0
ODISHA,KORAPUT,2008,47,27,3,113,7,45,0
ODISHA,MALKANGIR,2008,12,7,0,33,5,10,0
ODISHA,MAYURBHANJ,2008,90,45,27,200,23,58,0
ODISHA,NAYAGARH,2008,34,21,10,7,5,85,0
ODISHA,NOWRANGPUR,2008,26,19,0,79,16,32,0
ODISHA,NUAPADA,2008,14,11,2,59,4,37,0
ODISHA,PURI,2008,37,18,13,24,7,87,0
ODISHA,RAYAGADA,2008,19,10,6,54,1,23,0
ODISHA,ROURKELA,2008,38,19,5,98,5,66,0
ODISHA,SAMBALPUR,2008,33,12,6,82,4,39,0
ODISHA,SONEPUR,2008,15,3,1,24,2,8,0
ODISHA,SRP(CUTTACK),2008,1,1,0,6,0,0,0
ODISHA,SRP(ROURKELA),2008,1,2,0,3,1,1,0
ODISHA,SUNDARGARH,2008,38,15,7,65,8,6,0
ODISHA,TOTAL,2008,1113,762,401,2782,282,1618,0
PUNJAB,AMRITSAR,2008,15,44,6,25,11,66,0
PUNJAB,AMRITSAR RURAL,2008,10,17,6,5,2,27,0
PUNJAB,BARNALA,2008,12,6,1,11,0,10,0
PUNJAB,BATALA,2008,20,13,6,9,0,46,0
PUNJAB,BHATINDA,2008,20,28,4,29,5,39,0
PUNJAB,FARIDKOT,2008,15,10,1,9,0,16,0
PUNJAB,FATEHGARH SAHIB,2008,13,9,0,5,1,31,0
PUNJAB,FEROZPUR,2008,30,22,8,29,0,39,0
PUNJAB,G.R.P,2008,1,0,4,2,0,0,0
PUNJAB,GURDASPUR,2008,24,21,9,15,0,28,0
PUNJAB,HOSHIARPUR,2008,35,17,13,21,0,73,0
PUNJAB,JALANDHAR,2008,51,83,10,52,0,133,0
PUNJAB,KAPURTHALA,2008,24,14,4,19,0,27,0
PUNJAB,KHANNA,2008,12,12,7,5,0,28,0
PUNJAB,LUDHIANA,2008,46,78,10,36,21,92,0
PUNJAB,LUDHIANA RURAL,2008,14,12,4,4,5,19,0
PUNJAB,MANSA,2008,13,9,3,6,0,12,0
PUNJAB,MOGA,2008,19,17,3,19,0,22,0
PUNJAB,MUKTSAR,2008,12,8,3,6,0,19,0
PUNJAB,PATIALA,2008,35,37,13,17,0,116,0
PUNJAB,ROPAR,2008,10,9,2,18,1,27,0
PUNJAB,SANGRUR,2008,34,13,4,15,3,62,0
PUNJAB,SAS NGR,2008,20,18,3,0,0,0,0
PUNJAB,SBS NAGAR,2008,14,3,2,9,0,28,0
PUNJAB,TARN TARAN,2008,18,14,2,22,0,24,0
PUNJAB,TOTAL,2008,517,514,128,388,49,984,0
RAJASTHAN,AJMER,2008,45,84,17,108,0,516,0
RAJASTHAN,ALWAR,2008,88,91,38,134,0,429,0
RAJASTHAN,BANSWARA,2008,42,45,8,66,1,85,0
RAJASTHAN,BARAN,2008,52,45,10,169,0,181,0
RAJASTHAN,BARMER,2008,20,21,14,82,0,116,0
RAJASTHAN,BHARATPUR,2008,74,75,24,39,0,371,0
RAJASTHAN,BHILWARA,2008,42,58,13,77,0,370,0
RAJASTHAN,BIKANER,2008,48,28,12,74,0,306,0
RAJASTHAN,BUNDI,2008,33,52,3,98,0,224,0
RAJASTHAN,CHITTORGARH,2008,40,80,6,73,1,402,0
RAJASTHAN,CHURU,2008,37,22,16,16,0,212,0
RAJASTHAN,DAUSA,2008,21,48,9,34,0,100,0
RAJASTHAN,DHOLPUR,2008,21,46,19,9,0,127,0
RAJASTHAN,DUNGARPUR,2008,26,48,11,66,0,94,0
RAJASTHAN,G.R.P.,2008,2,1,1,17,0,0,0
RAJASTHAN,GANGANAGAR,2008,70,43,16,59,2,276,0
RAJASTHAN,HANUMANGARH,2008,33,29,17,68,0,232,0
RAJASTHAN,JAIPUR EAST,2008,20,61,6,54,2,140,0
RAJASTHAN,JAIPUR NORTH,2008,25,69,5,26,0,149,0
RAJASTHAN,JAIPUR RURAL,2008,35,82,11,108,5,205,0
RAJASTHAN,JAIPUR SOUTH,2008,15,44,9,26,0,162,0
RAJASTHAN,JAISALMER,2008,4,6,10,19,0,24,0
RAJASTHAN,JALORE,2008,13,17,8,50,0,106,0
RAJASTHAN,JHALAWAR,2008,44,44,6,144,2,262,0
RAJASTHAN,JHUNJHUNU,2008,40,35,22,32,0,240,0
RAJASTHAN,JODHPUR CITY,2008,19,35,10,25,1,212,0
RAJASTHAN,JODHPUR RURAL,2008,32,21,17,47,0,81,0
RAJASTHAN,KARAULI,2008,33,32,11,27,0,99,0
RAJASTHAN,KOTA CITY,2008,24,55,10,40,1,307,0
RAJASTHAN,KOTA RURAL,2008,34,26,4,76,0,201,0
RAJASTHAN,NAGAUR,2008,33,48,18,142,0,257,0
RAJASTHAN,PALI,2008,43,79,13,116,1,323,0
RAJASTHAN,PRATAPGARH,2008,49,52,2,51,0,138,0
RAJASTHAN,RAJSAMAND,2008,12,34,0,35,0,195,0
RAJASTHAN,SAWAI MADHOPUR,2008,16,39,6,29,0,144,0
RAJASTHAN,SIKAR,2008,40,38,15,18,0,217,0
RAJASTHAN,SIROHI,2008,17,36,5,66,0,110,0
RAJASTHAN,TONK,2008,22,46,6,41,3,206,0
RAJASTHAN,UDAIPUR,2008,91,148,11,159,0,294,0
RAJASTHAN,TOTAL,2008,1355,1863,439,2520,19,8113,0
SIKKIM,EAST,2008,5,2,0,5,0,3,0
SIKKIM,NORTH,2008,1,0,0,1,0,0,0
SIKKIM,SOUTH,2008,9,1,0,10,0,0,0
SIKKIM,WEST,2008,5,1,0,3,0,2,0
SIKKIM,TOTAL,2008,20,4,0,19,0,5,0
TAMIL NADU,CHENNAI,2008,35,32,25,46,67,165,0
TAMIL NADU,CHENNAI RLY.,2008,0,1,0,5,0,0,0
TAMIL NADU,CHENNAISUBURBAN,2008,21,24,28,42,42,41,0
TAMIL NADU,COIMBATORE RURAL,2008,14,46,8,107,8,115,0
TAMIL NADU,COIMBATORE URBAN,2008,9,7,6,29,7,62,0
TAMIL NADU,CUDDALORE,2008,16,52,1,29,80,50,0
TAMIL NADU,DHARMAPURI,2008,12,36,2,136,3,43,0
TAMIL NADU,DINDIGUL,2008,13,53,3,47,13,99,0
TAMIL NADU,ERODE,2008,21,45,1,78,16,30,0
TAMIL NADU,KANCHIPURAM,2008,24,18,7,20,2,8,0
TAMIL NADU,KANYAKUMARI,2008,8,42,6,27,70,71,0
TAMIL NADU,KARUR,2008,4,12,4,10,3,13,0
TAMIL NADU,KRISHNAGIRI,2008,20,36,2,40,5,21,0
TAMIL NADU,MADURAI RURAL,2008,18,24,9,72,1,75,0
TAMIL NADU,MADURAI URBAN,2008,4,14,5,11,2,42,0
TAMIL NADU,NAGAPATTINAM,2008,10,24,4,59,1,8,0
TAMIL NADU,NAMAKKAL,2008,19,37,5,49,24,25,0
TAMIL NADU,NILGIRIS,2008,4,4,1,20,0,9,0
TAMIL NADU,PERAMBALUR,2008,26,29,7,70,9,6,0
TAMIL NADU,PUDUKOTTAI,2008,4,31,8,45,2,39,0
TAMIL NADU,RAMNATHAPURAM,2008,6,16,2,34,1,12,0
TAMIL NADU,SALEM RURAL,2008,35,101,3,217,0,94,0
TAMIL NADU,SALEM URBAN,2008,22,27,7,16,11,33,0
TAMIL NADU,SIVAGANGAI,2008,1,35,4,7,16,56,0
TAMIL NADU,THANJAVUR,2008,7,29,7,108,0,20,0
TAMIL NADU,THENI,2008,7,32,4,30,5,35,0
TAMIL NADU,THIRUNELVELI RURAL,2008,42,60,3,115,0,97,0
TAMIL NADU,THIRUNELVELI URBAN,2008,8,12,2,7,49,7,0
TAMIL NADU,THIRUVALLUR,2008,17,22,9,18,0,30,0
TAMIL NADU,THIRUVANNAMALAI,2008,20,34,3,20,47,16,0
TAMIL NADU,THIRUVARUR,2008,6,12,1,51,2,3,0
TAMIL NADU,THOOTHUGUDI,2008,11,40,4,3,343,64,0
TAMIL NADU,TRICHY RLY.,2008,0,0,0,0,0,0,0
TAMIL NADU,TRICHY RURAL,2008,11,26,5,16,0,28,0
TAMIL NADU,TRICHY URBAN,2008,2,4,5,7,37,25,0
TAMIL NADU,VELLORE,2008,21,52,7,25,0,49,0
TAMIL NADU,VILLUPURAM,2008,58,50,6,70,31,88,0
TAMIL NADU,VIRUDHUNAGAR,2008,17,41,3,19,77,69,0
TAMIL NADU,TOTAL,2008,573,1160,207,1705,974,1648,0
TRIPURA,DHALAI,2008,32,7,2,22,0,34,0
TRIPURA,NORTH,2008,46,21,2,62,0,169,0
TRIPURA,SOUTH,2008,45,27,6,135,0,161,0
TRIPURA,WEST,2008,81,55,6,127,4,371,0
TRIPURA,TOTAL,2008,204,110,16,346,4,735,0
UTTAR PRADESH,AGRA,2008,42,183,77,123,109,479,0
UTTAR PRADESH,ALIGARH,2008,62,124,58,37,74,213,0
UTTAR PRADESH,ALLAHABAD,2008,49,124,68,91,55,259,0
UTTAR PRADESH,AMBEDKAR NAGAR,2008,18,45,13,20,20,133,0
UTTAR PRADESH,AURAIYA,2008,11,27,12,7,14,36,0
UTTAR PRADESH,AZAMGARH,2008,24,56,35,17,35,86,0
UTTAR PRADESH,BADAUN,2008,11,41,32,27,47,25,0
UTTAR PRADESH,BAGHPAT,2008,19,43,15,16,8,61,0
UTTAR PRADESH,BAHRAICH,2008,24,62,27,24,22,37,0
UTTAR PRADESH,BALLIA,2008,12,27,20,15,12,43,0
UTTAR PRADESH,BALRAMPUR,2008,12,20,5,12,10,13,0
UTTAR PRADESH,BANDA,2008,35,26,36,70,19,67,0
UTTAR PRADESH,BARABANKI,2008,23,82,47,34,54,110,0
UTTAR PRADESH,BAREILLY,2008,46,121,47,110,89,202,0
UTTAR PRADESH,BASTI,2008,7,18,15,5,15,24,0
UTTAR PRADESH,BIJNOR,2008,30,80,19,52,53,249,0
UTTAR PRADESH,BULANDSHAHAR,2008,28,60,29,51,74,151,0
UTTAR PRADESH,CHANDOLI,2008,4,9,19,10,19,91,0
UTTAR PRADESH,CHITRAKOOT DHAM,2008,22,5,17,21,0,17,0
UTTAR PRADESH,DEORIA,2008,15,13,36,6,17,27,0
UTTAR PRADESH,ETAH,2008,20,66,34,41,17,71,0
UTTAR PRADESH,ETAWAH,2008,19,64,28,43,29,108,0
UTTAR PRADESH,FAIZABAD,2008,23,56,18,26,43,86,0
UTTAR PRADESH,FATEHGARH,2008,23,41,26,35,56,84,0
UTTAR PRADESH,FATEHPUR,2008,16,42,41,32,15,67,0
UTTAR PRADESH,FIROZABAD,2008,27,78,41,43,77,77,0
UTTAR PRADESH,G.R.P.,2008,2,8,0,18,38,0,0
UTTAR PRADESH,GAUTAMBUDH NAGAR,2008,22,49,25,19,53,68,0
UTTAR PRADESH,GHAZIABAD,2008,30,138,39,30,83,202,0
UTTAR PRADESH,GHAZIPUR,2008,6,22,33,17,15,64,0
UTTAR PRADESH,GONDA,2008,27,44,43,39,10,12,0
UTTAR PRADESH,GORAKHPUR,2008,46,117,43,30,43,216,0
UTTAR PRADESH,HAMIRPUR,2008,9,19,13,13,5,10,0
UTTAR PRADESH,HARDOI,2008,42,60,50,67,30,68,0
UTTAR PRADESH,HATHRAS,2008,17,37,27,43,18,92,0
UTTAR PRADESH,J.P.NAGAR,2008,20,34,16,26,37,40,0
UTTAR PRADESH,JALAUN,2008,6,30,37,34,24,47,0
UTTAR PRADESH,JAUNPUR,2008,19,41,44,38,39,161,0
UTTAR PRADESH,JHANSI,2008,7,18,26,24,46,11,0
UTTAR PRADESH,KANNAUJ,2008,11,36,31,27,9,91,0
UTTAR PRADESH,KANPUR DEHAT,2008,26,56,31,64,24,185,0
UTTAR PRADESH,KANPUR NAGAR,2008,72,227,86,136,578,632,0
UTTAR PRADESH,KANSHIRAM NAGAR,2008,19,29,30,31,5,31,0
UTTAR PRADESH,KAUSHAMBI,2008,26,42,26,59,12,117,0
UTTAR PRADESH,KHIRI,2008,58,91,48,74,29,88,0
UTTAR PRADESH,KUSHI NAGAR,2008,6,14,14,8,6,24,0
UTTAR PRADESH,LALITPUR,2008,16,9,10,11,14,40,0
UTTAR PRADESH,LUCKNOW,2008,82,331,62,226,340,778,0
UTTAR PRADESH,MAHARAJGANJ,2008,17,26,14,12,14,37,0
UTTAR PRADESH,MAHOBA,2008,12,21,17,24,15,30,0
UTTAR PRADESH,MAINPURI,2008,9,65,38,20,9,40,0
UTTAR PRADESH,MATHURA,2008,24,62,31,64,65,222,0
UTTAR PRADESH,MAU,2008,19,44,12,29,44,74,0
UTTAR PRADESH,MEERUT,2008,50,123,37,73,165,326,0
UTTAR PRADESH,MIRZAPUR,2008,19,19,24,16,6,133,0
UTTAR PRADESH,MORADABAD,2008,75,163,38,117,114,139,0
UTTAR PRADESH,MUZAFFARNAGAR,2008,40,112,28,39,74,258,0
UTTAR PRADESH,PILIBHIT,2008,41,100,35,90,10,359,0
UTTAR PRADESH,PRATAPGARH,2008,33,83,32,52,18,155,0
UTTAR PRADESH,RAIBAREILLY,2008,38,51,33,43,44,90,0
UTTAR PRADESH,RAMPUR,2008,46,83,21,46,17,4,0
UTTAR PRADESH,SAHARANPUR,2008,8,25,23,23,66,153,0
UTTAR PRADESH,SANT KABIRNAGAR,2008,9,40,7,5,18,12,0
UTTAR PRADESH,SHAHJAHANPUR,2008,68,94,68,80,25,10,0
UTTAR PRADESH,SHRAWASTI,2008,6,15,6,13,2,4,0
UTTAR PRADESH,SIDHARTHNAGAR,2008,12,30,16,30,20,30,0
UTTAR PRADESH,SITAPUR,2008,53,129,77,47,21,110,0
UTTAR PRADESH,SONBHADRA,2008,26,24,20,38,37,30,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2008,2,9,11,2,6,16,0
UTTAR PRADESH,SULTANPUR,2008,25,49,12,26,19,43,0
UTTAR PRADESH,UNNAO,2008,36,69,52,50,26,61,0
UTTAR PRADESH,VARANASI,2008,12,38,36,14,98,183,0
UTTAR PRADESH,TOTAL,2008,1871,4439,2237,2955,3374,8312,0
UTTARAKHAND,ALMORA,2008,2,7,8,5,3,9,0
UTTARAKHAND,BAGESHWAR,2008,2,1,2,3,4,2,0
UTTARAKHAND,CHAMOLI,2008,2,1,1,3,0,3,0
UTTARAKHAND,CHAMPAWAT,2008,2,4,3,0,3,5,0
UTTARAKHAND,DEHRADUN,2008,20,65,9,24,128,85,0
UTTARAKHAND,HARIDWAR,2008,24,47,18,29,122,138,0
UTTARAKHAND,NAINITAL,2008,9,22,10,5,26,21,0
UTTARAKHAND,PAURI GARHWAL,2008,0,3,5,3,6,6,0
UTTARAKHAND,PITHORAGARH,2008,0,0,3,6,0,11,0
UTTARAKHAND,RUDRA PRAYAG,2008,0,0,0,0,2,0,0
UTTARAKHAND,TEHRI GARHWAL,2008,3,3,2,4,8,8,0
UTTARAKHAND,UDHAMSINGH NAGAR,2008,22,64,11,34,0,51,0
UTTARAKHAND,UTTARKASHI,2008,1,5,1,4,4,1,0
UTTARAKHAND,TOTAL,2008,87,222,73,120,306,340,0
WEST BENGAL,24 PARGANAS NORTH,2008,192,215,67,209,5,1946,0
WEST BENGAL,24 PARGANAS SOUTH,2008,308,275,53,192,0,2551,1
WEST BENGAL,ASANSOL,2008,20,12,9,20,0,166,0
WEST BENGAL,BANKURA,2008,46,18,20,45,1,170,0
WEST BENGAL,BIRBHUM,2008,58,27,26,67,0,289,0
WEST BENGAL,BURDWAN,2008,61,28,24,107,2,507,0
WEST BENGAL,COOCHBEHAR,2008,141,92,17,148,0,367,0
WEST BENGAL,DAKSHIN DINAJPUR,2008,47,36,8,78,0,206,0
WEST BENGAL,DARJEELING,2008,47,40,5,60,0,135,0
WEST BENGAL,HOOGHLY,2008,54,50,17,19,0,567,0
WEST BENGAL,HOWRAH,2008,46,89,20,63,0,595,0
WEST BENGAL,HOWRAH G.R.P.,2008,0,2,0,5,0,0,0
WEST BENGAL,JALPAIGURI,2008,334,239,18,376,0,1062,0
WEST BENGAL,KHARAGPUR G.R.P.,2008,0,0,0,1,0,0,0
WEST BENGAL,KOLKATA,2008,35,92,12,211,81,405,4
WEST BENGAL,MALDA,2008,130,57,12,83,0,401,0
WEST BENGAL,MURSHIDABAD,2008,308,165,34,184,3,1441,0
WEST BENGAL,NADIA,2008,178,204,46,296,2,1186,0
WEST BENGAL,PASCHIM MIDNAPUR,2008,56,57,20,58,0,582,0
WEST BENGAL,PURAB MIDNAPUR,2008,60,117,28,45,0,613,0
WEST BENGAL,PURULIA,2008,61,23,4,63,0,193,0
WEST BENGAL,SEALDAH G.R.P.,2008,2,3,0,1,0,0,0
WEST BENGAL,SILIGURI G.R.P.,2008,1,6,0,2,0,1,0
WEST BENGAL,UTTAR DINAJPUR,2008,78,60,11,63,0,280,0
WEST BENGAL,TOTAL,2008,2263,1907,451,2396,94,13663,5
A & N ISLANDS,ANDAMAN,2008,12,13,2,24,3,25,0
A & N ISLANDS,NICOBAR,2008,0,0,0,0,0,1,0
A & N ISLANDS,TOTAL,2008,12,13,2,24,3,26,0
CHANDIGARH,CHANDIGARH,2008,20,42,3,19,2,49,0
CHANDIGARH,TOTAL,2008,20,42,3,19,2,49,0
D & N HAVELI,D and N HAVELI,2008,6,11,0,4,0,4,0
D & N HAVELI,TOTAL,2008,6,11,0,4,0,4,0
DAMAN & DIU,DAMAN,2008,0,0,0,2,0,0,0
DAMAN & DIU,DIU,2008,0,1,0,0,1,5,0
DAMAN & DIU,TOTAL,2008,0,1,0,2,1,5,0
DELHI,CAW,2008,0,0,0,1,0,104,0
DELHI,CENTRAL,2008,30,61,6,38,12,81,0
DELHI,CRIME BRANCH,2008,0,0,0,0,0,0,0
DELHI,TOTAL,2008,466,1136,129,611,130,1387,0
DELHI,EAST,2008,73,125,21,93,14,184,0
DELHI,EOW,2008,0,0,0,0,2,0,0
DELHI,GRP(RLY),2008,0,5,1,1,0,1,0
DELHI,IGI AIRPORT,2008,0,0,0,2,0,0,0
DELHI,NEW DELHI,2008,3,14,1,18,3,9,0
DELHI,NORTH,2008,20,61,4,35,9,79,0
DELHI,NORTH-EAST,2008,32,169,17,77,23,172,0
DELHI,NORTH-WEST,2008,59,103,12,48,8,82,0
DELHI,OUTER,2008,59,252,21,48,5,162,0
DELHI,SOUTH,2008,37,51,8,52,16,76,0
DELHI,SOUTH-EAST,2008,61,123,15,82,25,156,0
DELHI,SOUTH-WEST,2008,38,66,9,39,7,109,0
DELHI,STF,2008,0,0,0,0,0,0,0
DELHI,WEST,2008,54,106,14,77,6,172,0
LAKSHADWEEP,LAKSHADWEEP,2008,2,1,0,0,0,1,0
LAKSHADWEEP,TOTAL,2008,2,1,0,0,0,1,0
PUDUCHERRY,KARAIKAL,2008,1,1,0,25,4,2,0
PUDUCHERRY,PUDUCHERRY,2008,7,8,2,40,17,10,0
PUDUCHERRY,TOTAL,2008,8,9,2,65,21,12,0
ANDHRA PRADESH,ADILABAD,2009,67,56,13,192,163,428,0
ANDHRA PRADESH,ANANTAPUR,2009,22,60,14,157,13,143,0
ANDHRA PRADESH,CHITTOOR,2009,33,46,19,120,268,333,0
ANDHRA PRADESH,CUDDAPAH,2009,27,47,17,165,52,124,0
ANDHRA PRADESH,CYBERABAD,2009,82,113,46,173,155,991,0
ANDHRA PRADESH,EAST GODAVARI,2009,47,60,23,196,178,440,0
ANDHRA PRADESH,GUNTAKAL RLY.,2009,0,0,0,3,1,0,0
ANDHRA PRADESH,GUNTUR,2009,40,62,26,340,451,720,0
ANDHRA PRADESH,HYDERABAD CITY,2009,47,55,36,295,63,1363,0
ANDHRA PRADESH,KARIMNAGAR,2009,48,106,40,292,234,635,0
ANDHRA PRADESH,KHAMMAM,2009,98,96,18,205,152,519,0
ANDHRA PRADESH,KRISHNA,2009,43,35,14,297,130,402,0
ANDHRA PRADESH,KURNOOL,2009,31,73,17,398,365,239,0
ANDHRA PRADESH,MAHABOOBNAGAR,2009,74,101,24,215,75,299,0
ANDHRA PRADESH,MEDAK,2009,46,51,27,118,58,368,0
ANDHRA PRADESH,NALGONDA,2009,77,75,41,254,205,364,0
ANDHRA PRADESH,NELLORE,2009,32,48,3,287,128,305,0
ANDHRA PRADESH,NIZAMABAD,2009,27,41,19,79,75,518,0
ANDHRA PRADESH,PRAKASHAM,2009,27,44,14,197,51,248,0
ANDHRA PRADESH,RANGA REDDY,2009,26,20,20,44,25,108,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2009,0,0,0,3,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2009,21,20,6,67,44,211,0
ANDHRA PRADESH,VIJAYAWADA CITY,2009,23,53,17,177,198,433,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2009,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2009,14,7,8,57,56,167,0
ANDHRA PRADESH,VISAKHAPATNAM,2009,39,26,13,95,54,481,0
ANDHRA PRADESH,VIZIANAGARAM,2009,13,12,8,103,105,297,0
ANDHRA PRADESH,WARANGAL,2009,70,130,49,234,25,432,0
ANDHRA PRADESH,WEST GODAVARI,2009,114,89,14,384,196,729,0
ANDHRA PRADESH,TOTAL,2009,1188,1526,546,5147,3520,11297,0
ARUNACHAL PRADESH,ANJAW,2009,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,2009,8,6,0,3,0,4,0
ARUNACHAL PRADESH,DIBANG VALLEY,2009,3,4,0,2,0,1,0
ARUNACHAL PRADESH,K/KUMEY,2009,5,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2009,3,3,0,1,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2009,1,0,0,5,0,1,0
ARUNACHAL PRADESH,LOHIT,2009,8,2,0,5,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2009,11,3,0,10,6,1,0
ARUNACHAL PRADESH,SIANG EAST,2009,9,3,0,6,0,1,0
ARUNACHAL PRADESH,SIANG UPPER,2009,2,0,0,1,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2009,5,4,0,6,0,4,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2009,2,1,0,8,0,0,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2009,1,1,0,5,0,1,0
ARUNACHAL PRADESH,TAWANG,2009,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TIRAP,2009,1,1,0,6,0,0,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2009,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2009,59,28,0,58,6,13,0
ASSAM,BARPETA,2009,123,98,29,130,0,206,0
ASSAM,BASKA,2009,18,23,3,8,0,25,0
ASSAM,BONGAIGAON,2009,54,53,4,5,0,118,0
ASSAM,C.I.D.,2009,0,0,0,0,0,0,0
ASSAM,CACHAR,2009,70,131,23,29,1,479,0
ASSAM,CHIRANG,2009,35,51,1,1,0,51,0
ASSAM,DARRANG,2009,80,96,7,139,0,236,0
ASSAM,DHEMAJI,2009,62,63,1,42,0,110,0
ASSAM,DHUBRI,2009,150,147,20,154,2,375,0
ASSAM,DIBRUGARH,2009,46,6,3,44,0,92,0
ASSAM,G.R.P.,2009,0,0,0,0,0,0,0
ASSAM,GOALPARA,2009,90,89,2,2,0,252,0
ASSAM,GOLAGHAT,2009,35,97,0,46,0,108,0
ASSAM,GUWAHATI CITY,2009,54,231,9,162,0,321,0
ASSAM,HAILAKANDI,2009,45,44,8,12,0,81,0
ASSAM,JORHAT,2009,36,40,1,53,0,116,0
ASSAM,KAMRUP,2009,57,108,3,35,0,108,0
ASSAM,KARBI ANGLONG,2009,17,14,0,9,0,23,0
ASSAM,KARIMGANJ,2009,26,36,12,9,0,106,1
ASSAM,KOKRAJHAR,2009,44,35,1,26,0,70,0
ASSAM,LAKHIMPUR,2009,54,97,3,42,0,187,0
ASSAM,MORIGAON,2009,88,69,3,60,0,98,0
ASSAM,N.C.HILLS,2009,3,6,0,4,0,3,0
ASSAM,NAGAON,2009,162,221,12,134,7,655,0
ASSAM,NALBARI,2009,31,48,6,76,0,73,0
ASSAM,R.P.O.,2009,7,0,0,0,0,0,0
ASSAM,SIBSAGAR,2009,71,0,4,52,0,149,0
ASSAM,SONITPUR,2009,89,169,11,38,0,246,0
ASSAM,TINSUKIA,2009,58,87,2,8,0,62,0
ASSAM,UDALGURI,2009,26,33,2,22,0,48,0
ASSAM,TOTAL,2009,1631,2092,170,1342,10,4398,1
BIHAR,ARARIA,2009,28,50,21,4,0,18,0
BIHAR,ARWAL,2009,2,10,10,9,0,6,0
BIHAR,AURANGABAD,2009,19,53,37,16,0,46,0
BIHAR,BAGAHA,2009,8,34,14,44,0,13,0
BIHAR,BANKA,2009,31,45,19,4,1,24,0
BIHAR,BEGUSARAI,2009,12,39,46,10,0,47,2
BIHAR,BETTIAH,2009,22,76,37,3,0,38,0
BIHAR,BHABHUA,2009,4,25,19,0,0,16,0
BIHAR,BHAGALPUR,2009,28,44,15,2,0,47,0
BIHAR,BHOJPUR,2009,11,37,54,0,2,275,0
BIHAR,BUXAR,2009,14,45,26,17,0,50,0
BIHAR,DARBHANGA,2009,27,77,33,10,0,247,0
BIHAR,GAYA,2009,20,66,46,12,0,106,5
BIHAR,GOPALGANJ,2009,37,71,42,39,0,127,0
BIHAR,JAMALPUR RLY.,2009,1,0,0,2,0,0,0
BIHAR,JAMUI,2009,15,21,17,7,0,56,0
BIHAR,JEHANABAD,2009,8,9,43,11,0,42,0
BIHAR,KATIHAR,2009,120,41,17,5,0,55,0
BIHAR,KATIHAR RLY.,2009,1,0,0,2,0,0,0
BIHAR,KHAGARIA,2009,8,28,23,37,0,7,1
BIHAR,KISHANGANJ,2009,33,30,6,0,0,32,0
BIHAR,LAKHISARAI,2009,15,16,13,25,5,25,0
BIHAR,MADHEPURA,2009,11,28,19,4,0,11,0
BIHAR,MADHUBANI,2009,19,78,31,20,0,71,0
BIHAR,MOTIHARI,2009,31,117,49,6,0,41,0
BIHAR,MUNGER,2009,12,48,12,0,0,54,0
BIHAR,MUZAFFARPUR,2009,55,111,77,13,0,109,0
BIHAR,MUZAFFARPUR RLY.,2009,3,1,1,5,0,0,0
BIHAR,NALANDA,2009,33,67,74,88,0,33,0
BIHAR,NAUGACHIA,2009,6,31,9,56,0,13,0
BIHAR,NAWADAH,2009,14,34,21,6,1,60,0
BIHAR,PATNA,2009,46,167,95,21,0,341,0
BIHAR,PATNA RLY.,2009,0,7,3,17,0,0,0
BIHAR,PURNEA,2009,49,25,20,35,3,76,0
